1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
672.0,728.0,,No,209.0,ALQ,463.0,,440.0,Fin,1978.0,1400.0,TA,7844.0,74.0,203.0,0.0,7.0,6.0,672.0,,1978.0,1978.0
954.0,0.0,2.0,No,0.0,Unf,920.0,,240.0,Unf,1938.0,954.0,Fa,6305.0,50.0,0.0,0.0,7.0,5.0,920.0,,1938.0,1950.0
1445.0,0.0,,Gd,564.0,,563.0,,645.0,RFn,1964.0,1445.0,TA,12095.0,,115.0,0.0,6.0,6.0,1127.0,,1964.0,1964.0
1072.0,0.0,2.0,Gd,459.0,,88.0,,525.0,,2005.0,1072.0,TA,3675.0,35.0,80.0,28.0,5.0,6.0,547.0,,2005.0,2005.0
1664.0,0.0,4.0,None,0.0,None,0.0,,0.0,None,,1664.0,TA,9825.0,75.0,0.0,0.0,5.0,5.0,0.0,,1965.0,1965.0
1445.0,689.0,5.0,No,0.0,Unf,844.0,268.0,441.0,Unf,1930.0,2134.0,Gd,11888.0,,0.0,60.0,6.0,6.0,844.0,,1916.0,1994.0
1940.0,1254.0,4.0,Mn,428.0,BLQ,537.0,,380.0,Unf,1934.0,3194.0,TA,12168.0,78.0,0.0,0.0,6.0,8.0,965.0,,1934.0,1998.0
912.0,912.0,4.0,Av,0.0,Unf,912.0,,0.0,None,,1824.0,TA,9400.0,94.0,0.0,0.0,5.0,6.0,912.0,,1971.0,1971.0
888.0,868.0,3.0,No,742.0,ALQ,130.0,,422.0,Fin,1996.0,1756.0,TA,9303.0,,42.0,122.0,5.0,6.0,872.0,,1996.0,1997.0
912.0,0.0,2.0,No,595.0,ALQ,317.0,,576.0,Unf,1992.0,912.0,Gd,8872.0,72.0,300.0,240.0,8.0,5.0,912.0,,1965.0,2008.0
1509.0,0.0,3.0,Av,783.0,GLQ,678.0,,600.0,RFn,1988.0,1509.0,Gd,10200.0,85.0,219.0,0.0,5.0,6.0,1461.0,,1988.0,1989.0
1160.0,448.0,3.0,No,264.0,BLQ,712.0,0.0,216.0,Unf,1925.0,1608.0,Gd,6171.0,51.0,0.0,16.0,6.0,6.0,976.0,147.0,1925.0,1990.0
1316.0,0.0,3.0,No,28.0,GLQ,1288.0,,397.0,Fin,2005.0,1316.0,Gd,10237.0,65.0,0.0,0.0,5.0,6.0,1316.0,,2005.0,2006.0
1015.0,0.0,3.0,No,489.0,Rec,279.0,,450.0,Unf,1925.0,1015.0,TA,6120.0,51.0,0.0,0.0,7.0,5.0,768.0,,1925.0,1950.0
756.0,378.0,3.0,No,312.0,ALQ,444.0,,240.0,Unf,1940.0,1134.0,TA,8160.0,60.0,0.0,0.0,6.0,5.0,756.0,,1940.0,1950.0
1636.0,0.0,3.0,No,63.0,GLQ,1560.0,,865.0,RFn,2006.0,1636.0,Gd,13501.0,116.0,208.0,60.0,5.0,8.0,1623.0,,2006.0,2006.0
660.0,660.0,3.0,No,0.0,Unf,660.0,,400.0,Fin,2003.0,1320.0,Gd,7750.0,,0.0,48.0,5.0,7.0,660.0,,2003.0,2003.0
1160.0,966.0,3.0,Gd,249.0,LwQ,0.0,0.0,538.0,Fin,1967.0,2126.0,TA,28698.0,,0.0,0.0,5.0,5.0,1013.0,,1967.0,1967.0
1128.0,0.0,3.0,Mn,776.0,ALQ,344.0,,525.0,RFn,1963.0,1128.0,TA,8700.0,80.0,148.0,20.0,6.0,5.0,1120.0,,1963.0,1963.0
1306.0,0.0,2.0,Mn,860.0,BLQ,132.0,,756.0,Unf,1968.0,1306.0,TA,8712.0,64.0,0.0,0.0,7.0,5.0,992.0,,1957.0,2000.0
798.0,546.0,3.0,No,0.0,Unf,546.0,,0.0,None,,1344.0,TA,1533.0,21.0,0.0,0.0,6.0,4.0,546.0,,1970.0,2008.0
1576.0,978.0,3.0,No,0.0,,718.0,,704.0,Unf,1996.0,2554.0,TA,10800.0,60.0,0.0,48.0,8.0,7.0,718.0,,1890.0,1998.0
893.0,0.0,2.0,No,220.0,ALQ,625.0,,576.0,Unf,1985.0,893.0,Gd,9600.0,60.0,0.0,0.0,7.0,5.0,845.0,,1949.0,2003.0
894.0,1039.0,4.0,Mn,0.0,Unf,894.0,,668.0,Fin,2007.0,1933.0,Gd,14598.0,86.0,74.0,18.0,5.0,6.0,894.0,,2007.0,2007.0
672.0,546.0,3.0,No,356.0,BLQ,316.0,,264.0,Unf,1973.0,1218.0,TA,1890.0,21.0,285.0,28.0,5.0,6.0,672.0,,1973.0,1973.0
1161.0,808.0,3.0,No,0.0,Unf,808.0,,534.0,RFn,1977.0,1969.0,TA,11952.0,92.0,0.0,0.0,6.0,7.0,808.0,,1977.0,1977.0
1220.0,870.0,3.0,No,1079.0,GLQ,141.0,,556.0,RFn,1995.0,2090.0,Gd,10000.0,80.0,438.0,65.0,5.0,8.0,1220.0,,1995.0,1996.0
1484.0,0.0,3.0,Av,998.0,ALQ,486.0,,487.0,Unf,1971.0,1484.0,TA,12243.0,70.0,0.0,0.0,6.0,5.0,1484.0,,1971.0,1971.0
1656.0,0.0,4.0,No,0.0,Unf,1656.0,,506.0,Unf,1973.0,1656.0,TA,9246.0,87.0,564.0,211.0,5.0,5.0,1656.0,,1973.0,1973.0
818.0,406.0,3.0,No,468.0,Rec,350.0,,210.0,Unf,1926.0,1224.0,TA,3950.0,,0.0,0.0,8.0,6.0,818.0,,1926.0,2004.0
1022.0,1032.0,3.0,No,695.0,GLQ,297.0,,390.0,RFn,2000.0,2054.0,Gd,12224.0,,40.0,48.0,5.0,6.0,992.0,,2000.0,2000.0
854.0,0.0,2.0,No,0.0,Unf,832.0,,576.0,Unf,1991.0,854.0,TA,6120.0,51.0,0.0,112.0,8.0,7.0,832.0,,1929.0,2001.0
546.0,546.0,3.0,No,334.0,BLQ,212.0,,286.0,RFn,1973.0,1092.0,TA,1974.0,,0.0,96.0,5.0,4.0,546.0,,1973.0,1973.0
1268.0,0.0,3.0,Av,196.0,ALQ,1072.0,,252.0,Unf,1978.0,1268.0,Gd,9286.0,,0.0,0.0,7.0,5.0,1268.0,,1977.0,1989.0
827.0,834.0,3.0,Av,385.0,GLQ,70.0,,550.0,RFn,1996.0,1661.0,Gd,10667.0,43.0,0.0,61.0,6.0,7.0,799.0,,1996.0,1996.0
1668.0,0.0,3.0,Av,370.0,BLQ,315.0,,502.0,Fin,2003.0,1668.0,Gd,10635.0,48.0,171.0,262.0,5.0,8.0,1657.0,,2003.0,2003.0
1493.0,0.0,,Gd,994.0,GLQ,484.0,,508.0,Fin,1997.0,1493.0,Gd,13125.0,75.0,215.0,39.0,5.0,6.0,1478.0,,1997.0,1998.0
932.0,0.0,2.0,No,0.0,Unf,932.0,,306.0,Unf,1950.0,932.0,Gd,8280.0,57.0,0.0,0.0,5.0,6.0,932.0,,1950.0,1950.0
1277.0,0.0,2.0,Gd,778.0,GLQ,499.0,0.0,526.0,Unf,1970.0,1277.0,TA,10628.0,85.0,0.0,0.0,5.0,7.0,1277.0,0.0,1970.0,1970.0
1530.0,0.0,3.0,Av,1300.0,GLQ,230.0,0.0,630.0,Fin,2004.0,1530.0,Gd,14572.0,182.0,0.0,36.0,5.0,7.0,1530.0,144.0,2004.0,2004.0
1344.0,0.0,2.0,No,457.0,ALQ,193.0,,484.0,Unf,1970.0,1344.0,TA,9503.0,,0.0,28.0,5.0,5.0,1024.0,,1958.0,1983.0
860.0,0.0,2.0,Av,672.0,ALQ,168.0,,528.0,Unf,1996.0,860.0,TA,8740.0,74.0,0.0,0.0,6.0,5.0,840.0,,1982.0,1982.0
1314.0,0.0,2.0,No,904.0,GLQ,410.0,,626.0,,2008.0,1314.0,Gd,5001.0,34.0,166.0,62.0,5.0,7.0,1314.0,,2007.0,2008.0
1391.0,571.0,3.0,Mn,464.0,GLQ,927.0,,868.0,RFn,2006.0,1962.0,Gd,8760.0,73.0,0.0,90.0,5.0,7.0,1391.0,,2006.0,2006.0
788.0,702.0,3.0,Av,724.0,GLQ,64.0,,388.0,Fin,2004.0,1490.0,Gd,15384.0,60.0,0.0,75.0,5.0,7.0,788.0,,2004.0,2005.0
848.0,0.0,1.0,Av,662.0,GLQ,186.0,,420.0,,2004.0,848.0,Gd,4426.0,,169.0,0.0,5.0,6.0,848.0,,2004.0,2004.0
672.0,0.0,2.0,No,0.0,Unf,672.0,,240.0,Unf,1940.0,672.0,TA,10200.0,60.0,0.0,0.0,8.0,5.0,672.0,,1940.0,1997.0
1188.0,1152.0,4.0,No,275.0,GLQ,877.0,,252.0,RFn,1941.0,2340.0,Gd,9042.0,66.0,0.0,60.0,9.0,7.0,1152.0,,1941.0,2006.0
808.0,704.0,3.0,No,0.0,Unf,660.0,,180.0,Unf,1916.0,1656.0,TA,10410.0,60.0,0.0,0.0,7.0,5.0,660.0,0.0,1916.0,1987.0
725.0,754.0,4.0,No,626.0,ALQ,99.0,,484.0,Fin,1972.0,1479.0,Gd,7472.0,,138.0,32.0,9.0,7.0,725.0,,1972.0,2004.0
1226.0,0.0,,No,0.0,Unf,1226.0,,740.0,RFn,2009.0,1226.0,Gd,10402.0,94.0,0.0,36.0,5.0,7.0,1226.0,,2009.0,2009.0
976.0,1111.0,5.0,Gd,568.0,LwQ,264.0,,444.0,Fin,1966.0,2087.0,Gd,12205.0,,157.0,168.0,8.0,6.0,832.0,,1966.0,2007.0
1158.0,0.0,3.0,No,941.0,ALQ,217.0,,576.0,Unf,2006.0,1158.0,Gd,13072.0,63.0,0.0,50.0,5.0,6.0,1158.0,,2004.0,2004.0
1154.0,0.0,3.0,Mn,740.0,BLQ,184.0,,480.0,RFn,1966.0,1154.0,TA,11000.0,,200.0,58.0,6.0,5.0,1154.0,,1966.0,1966.0
880.0,844.0,3.0,Av,0.0,Unf,880.0,0.0,527.0,Fin,1998.0,1724.0,Gd,8924.0,57.0,0.0,155.0,5.0,7.0,880.0,,1998.0,1999.0
773.0,885.0,3.0,No,219.0,GLQ,554.0,,431.0,Fin,1995.0,1658.0,TA,8000.0,,0.0,84.0,5.0,6.0,773.0,,1995.0,1996.0
1126.0,0.0,2.0,None,0.0,None,0.0,,520.0,Fin,2002.0,1126.0,Gd,8777.0,67.0,0.0,96.0,5.0,4.0,0.0,,1949.0,2003.0
872.0,521.0,3.0,No,0.0,Unf,816.0,,300.0,Unf,1955.0,1393.0,TA,16466.0,59.0,0.0,0.0,7.0,5.0,816.0,,1955.0,1955.0
1968.0,1479.0,4.0,Mn,192.0,Rec,536.0,,1014.0,,1982.0,3447.0,Gd,14100.0,,632.0,12.0,9.0,8.0,728.0,,1935.0,1997.0
483.0,504.0,2.0,No,309.0,BLQ,174.0,,264.0,Unf,1973.0,987.0,TA,1953.0,21.0,408.0,0.0,5.0,6.0,483.0,,1973.0,1973.0
808.0,547.0,4.0,No,351.0,ALQ,112.0,,0.0,None,,1355.0,TA,10106.0,62.0,0.0,0.0,7.0,5.0,644.0,,1940.0,1999.0
2069.0,0.0,4.0,Gd,425.0,GLQ,160.0,,505.0,RFn,1960.0,2069.0,Gd,27650.0,313.0,0.0,0.0,7.0,7.0,585.0,,1960.0,2007.0
757.0,,,No,549.0,ALQ,195.0,,440.0,Unf,1999.0,1501.0,TA,2280.0,24.0,360.0,0.0,5.0,7.0,744.0,,1999.0,1999.0
1976.0,0.0,2.0,Gd,1350.0,,626.0,,908.0,RFn,2006.0,1976.0,Gd,14977.0,110.0,304.0,63.0,5.0,8.0,1976.0,,2006.0,2007.0
1563.0,0.0,3.0,No,33.0,GLQ,1530.0,,758.0,RFn,2007.0,1563.0,Gd,10206.0,78.0,468.0,99.0,5.0,8.0,1563.0,,2007.0,2007.0
572.0,539.0,2.0,No,0.0,Unf,572.0,,288.0,Unf,1982.0,1111.0,TA,5700.0,,0.0,0.0,7.0,7.0,572.0,,1926.0,1950.0
851.0,651.0,3.0,No,0.0,Unf,776.0,,270.0,RFn,1931.0,1502.0,TA,7200.0,60.0,0.0,0.0,6.0,7.0,776.0,,1931.0,2000.0
1733.0,0.0,4.0,None,0.0,None,0.0,,452.0,Unf,1955.0,1733.0,TA,13680.0,,0.0,0.0,5.0,3.0,0.0,,1955.0,1955.0
1848.0,880.0,4.0,No,1410.0,GLQ,438.0,,706.0,Fin,2006.0,2728.0,Ex,20431.0,56.0,870.0,0.0,5.0,9.0,1848.0,,2005.0,2006.0
630.0,672.0,3.0,No,231.0,ALQ,399.0,,264.0,Unf,1972.0,1302.0,TA,1680.0,21.0,268.0,0.0,7.0,5.0,630.0,,1972.0,1972.0
1332.0,192.0,0.0,Gd,1258.0,GLQ,74.0,,586.0,Fin,1979.0,1524.0,Gd,23595.0,,0.0,0.0,6.0,7.0,1332.0,,1979.0,1979.0
1120.0,468.0,4.0,None,0.0,None,0.0,,680.0,Fin,1991.0,1588.0,TA,17120.0,80.0,0.0,59.0,4.0,4.0,0.0,,1959.0,1959.0
1125.0,0.0,2.0,No,0.0,Unf,1125.0,,430.0,Unf,2007.0,1125.0,TA,8536.0,74.0,0.0,64.0,5.0,5.0,1125.0,,2006.0,2007.0
520.0,600.0,2.0,No,0.0,Unf,600.0,0.0,480.0,RFn,2005.0,1200.0,Gd,3180.0,30.0,0.0,166.0,5.0,7.0,600.0,,2005.0,2005.0
798.0,842.0,3.0,No,0.0,Unf,798.0,,520.0,RFn,2004.0,1640.0,Gd,8366.0,65.0,0.0,45.0,5.0,6.0,798.0,,2004.0,2004.0
1223.0,904.0,3.0,No,1000.0,GLQ,223.0,,525.0,RFn,1994.0,2127.0,Gd,10944.0,81.0,448.0,132.0,5.0,7.0,1223.0,,1994.0,1994.0
972.0,0.0,2.0,No,680.0,ALQ,292.0,,240.0,Unf,1948.0,972.0,TA,8000.0,50.0,0.0,0.0,6.0,6.0,972.0,,1948.0,2002.0
1142.0,878.0,3.0,No,584.0,GLQ,544.0,,466.0,RFn,1995.0,2020.0,Gd,9828.0,80.0,0.0,155.0,5.0,8.0,1128.0,,1995.0,1995.0
1144.0,,,Av,739.0,BLQ,405.0,,596.0,Unf,1956.0,1144.0,TA,9571.0,68.0,0.0,0.0,6.0,5.0,1144.0,44.0,1956.0,1956.0
1352.0,0.0,3.0,Av,300.0,BLQ,468.0,,288.0,Unf,1958.0,1352.0,Gd,6930.0,92.0,120.0,0.0,4.0,5.0,1062.0,,1958.0,1958.0
926.0,0.0,3.0,No,234.0,LwQ,0.0,,484.0,Unf,1974.0,1316.0,TA,5500.0,50.0,0.0,0.0,7.0,5.0,926.0,,1929.0,2001.0
1086.0,838.0,3.0,Av,956.0,GLQ,130.0,,592.0,RFn,1998.0,1924.0,Gd,12011.0,78.0,530.0,75.0,5.0,8.0,1086.0,208.0,1998.0,1998.0
1164.0,0.0,3.0,No,1040.0,ALQ,124.0,,240.0,Unf,1950.0,1164.0,TA,10880.0,68.0,0.0,48.0,5.0,5.0,1164.0,,1950.0,1950.0
952.0,0.0,2.0,Mn,852.0,ALQ,100.0,,840.0,Unf,1988.0,952.0,TA,7350.0,60.0,0.0,0.0,7.0,5.0,952.0,,1951.0,1951.0
938.0,1215.0,4.0,No,259.0,LwQ,425.0,,0.0,None,,2358.0,TA,5250.0,50.0,0.0,54.0,5.0,8.0,684.0,,1872.0,1987.0
1680.0,0.0,3.0,No,808.0,GLQ,72.0,,540.0,Fin,1988.0,1680.0,Gd,21695.0,,260.0,44.0,9.0,6.0,880.0,,1988.0,2007.0
1221.0,691.0,3.0,No,0.0,Unf,482.0,,672.0,Unf,2003.0,1912.0,TA,10800.0,60.0,0.0,25.0,7.0,6.0,482.0,,1905.0,2000.0
1004.0,0.0,2.0,No,578.0,ALQ,426.0,,480.0,Fin,1970.0,1004.0,TA,11241.0,,180.0,0.0,7.0,6.0,1004.0,,1970.0,1970.0
774.0,456.0,3.0,No,384.0,ALQ,363.0,,305.0,Unf,1946.0,1230.0,TA,4712.0,51.0,0.0,57.0,7.0,4.0,747.0,,1946.0,1950.0
1167.0,0.0,3.0,No,645.0,BLQ,270.0,,495.0,Unf,1972.0,1167.0,TA,8731.0,98.0,0.0,0.0,5.0,5.0,915.0,,1920.0,1950.0
1301.0,0.0,2.0,Mn,405.0,LwQ,740.0,,440.0,Unf,1965.0,1301.0,Fa,6911.0,60.0,0.0,0.0,5.0,5.0,1145.0,,1924.0,1950.0
1453.0,0.0,,Gd,1082.0,GLQ,371.0,,445.0,RFn,1986.0,1453.0,Gd,5271.0,,0.0,80.0,5.0,7.0,1453.0,,1986.0,1986.0
1601.0,0.0,3.0,Av,1358.0,GLQ,223.0,,670.0,RFn,2001.0,1601.0,Gd,11423.0,,479.0,0.0,5.0,8.0,1581.0,,2001.0,2002.0
1588.0,0.0,3.0,Av,0.0,Unf,1588.0,,825.0,,2006.0,1588.0,Gd,10000.0,85.0,410.0,45.0,5.0,8.0,1588.0,,2006.0,2006.0
1095.0,0.0,2.0,Gd,513.0,ALQ,75.0,,264.0,,1958.0,1095.0,TA,10382.0,75.0,105.0,0.0,5.0,6.0,588.0,,1958.0,1958.0
1050.0,0.0,3.0,No,915.0,Rec,135.0,,368.0,Unf,1961.0,1050.0,TA,10659.0,,0.0,319.0,6.0,5.0,1050.0,,1961.0,1961.0
960.0,0.0,3.0,No,520.0,Rec,440.0,,432.0,Fin,1965.0,960.0,TA,10921.0,73.0,48.0,0.0,5.0,4.0,960.0,,1965.0,1965.0
1002.0,454.0,4.0,Mn,0.0,Unf,810.0,,280.0,Unf,1954.0,1456.0,TA,7585.0,50.0,0.0,0.0,3.0,5.0,810.0,,1948.0,1950.0
1489.0,0.0,3.0,No,0.0,Unf,1489.0,,462.0,RFn,1968.0,1489.0,Gd,9156.0,,0.0,0.0,7.0,6.0,1489.0,,1968.0,1968.0
1726.0,0.0,3.0,No,1126.0,,600.0,0.0,786.0,,2007.0,1726.0,Ex,9416.0,79.0,205.0,138.0,5.0,7.0,1726.0,,2007.0,2007.0
1362.0,720.0,3.0,No,0.0,Unf,1362.0,,484.0,Unf,2003.0,2082.0,Gd,11426.0,63.0,0.0,238.0,5.0,7.0,1362.0,,2003.0,2003.0
1339.0,0.0,,No,1053.0,ALQ,256.0,,484.0,Fin,1990.0,1339.0,TA,8049.0,50.0,54.0,58.0,5.0,7.0,1309.0,0.0,1990.0,1990.0
1310.0,1140.0,3.0,Mn,781.0,GLQ,503.0,,1069.0,Fin,1998.0,2450.0,Gd,16545.0,,731.0,126.0,5.0,8.0,1284.0,,1998.0,1998.0
879.0,984.0,4.0,Av,0.0,Unf,879.0,,660.0,Fin,2006.0,1863.0,Gd,14054.0,58.0,0.0,17.0,5.0,7.0,879.0,,2006.0,2006.0
768.0,0.0,2.0,Av,656.0,GLQ,112.0,,396.0,Unf,1988.0,768.0,TA,8445.0,70.0,0.0,0.0,7.0,5.0,768.0,,1972.0,2007.0
334.0,0.0,1.0,None,0.0,None,0.0,,0.0,None,,334.0,Fa,5000.0,50.0,0.0,0.0,3.0,1.0,0.0,,1946.0,1950.0
1136.0,0.0,3.0,No,892.0,Rec,244.0,,384.0,,1965.0,1136.0,TA,9200.0,80.0,0.0,0.0,6.0,6.0,1136.0,,1965.0,1965.0
1337.0,0.0,2.0,No,1201.0,GLQ,36.0,,405.0,Fin,1998.0,1337.0,TA,4500.0,32.0,443.0,199.0,5.0,6.0,1237.0,,1998.0,1998.0
912.0,0.0,2.0,No,312.0,Rec,0.0,,288.0,Unf,1964.0,912.0,TA,7800.0,66.0,0.0,0.0,5.0,5.0,912.0,,1964.0,1964.0
876.0,936.0,4.0,No,540.0,ALQ,324.0,,264.0,RFn,1962.0,1812.0,TA,7590.0,69.0,288.0,168.0,5.0,5.0,864.0,,1962.0,1962.0
1052.0,720.0,4.0,No,378.0,,342.0,,240.0,,1939.0,2192.0,Gd,8400.0,60.0,0.0,24.0,8.0,5.0,720.0,,1939.0,1997.0
658.0,526.0,5.0,No,0.0,Unf,658.0,,0.0,None,,1184.0,TA,8410.0,58.0,0.0,151.0,3.0,5.0,658.0,0.0,1910.0,1996.0
964.0,925.0,4.0,No,0.0,Unf,925.0,,308.0,Unf,1960.0,1889.0,TA,10120.0,60.0,0.0,0.0,4.0,7.0,925.0,,1910.0,1950.0
1327.0,0.0,,No,405.0,Rec,658.0,,624.0,Unf,1974.0,1327.0,Gd,7388.0,75.0,0.0,0.0,6.0,5.0,1063.0,,1959.0,2002.0
1422.0,0.0,3.0,No,588.0,,606.0,,576.0,Fin,1981.0,1422.0,Gd,12090.0,78.0,210.0,0.0,6.0,6.0,1422.0,,1981.0,1981.0
1632.0,0.0,4.0,Av,0.0,Unf,1632.0,,576.0,Unf,1967.0,1632.0,TA,25000.0,100.0,0.0,0.0,4.0,5.0,1632.0,,1967.0,1967.0
1630.0,0.0,3.0,No,0.0,,1630.0,,451.0,Unf,2000.0,1630.0,Gd,9750.0,75.0,171.0,234.0,5.0,7.0,1630.0,,2000.0,2001.0
1013.0,0.0,2.0,No,0.0,Unf,1013.0,,0.0,None,,1526.0,Fa,8470.0,105.0,0.0,0.0,2.0,3.0,1013.0,,1915.0,1982.0
1040.0,0.0,2.0,None,0.0,None,0.0,,420.0,Unf,1956.0,1040.0,TA,7200.0,60.0,0.0,0.0,5.0,4.0,0.0,,1949.0,1950.0
841.0,806.0,4.0,No,0.0,Unf,806.0,136.0,216.0,Unf,1920.0,1647.0,Fa,6858.0,66.0,0.0,66.0,4.0,6.0,806.0,,1915.0,1950.0
1328.0,653.0,4.0,No,622.0,BLQ,500.0,,576.0,Unf,1981.0,1981.0,Gd,7804.0,65.0,0.0,44.0,3.0,4.0,1122.0,431.0,1928.0,1950.0
1644.0,0.0,3.0,No,1285.0,GLQ,131.0,,418.0,Fin,1953.0,1644.0,TA,9600.0,80.0,238.0,0.0,5.0,6.0,1416.0,,1953.0,1953.0
1482.0,1092.0,3.0,No,0.0,Unf,1482.0,,868.0,Fin,2007.0,2574.0,Ex,9588.0,69.0,270.0,148.0,5.0,8.0,1482.0,,2007.0,2007.0
1060.0,764.0,,No,0.0,Unf,764.0,,520.0,Unf,1940.0,1824.0,TA,13515.0,60.0,0.0,0.0,6.0,6.0,764.0,,1919.0,1950.0
1350.0,0.0,3.0,Gd,624.0,GLQ,288.0,,520.0,RFn,1964.0,1350.0,TA,9020.0,82.0,259.0,0.0,5.0,6.0,1248.0,,1964.0,1964.0
958.0,0.0,2.0,No,958.0,LwQ,0.0,,440.0,RFn,1976.0,958.0,TA,4928.0,,0.0,60.0,6.0,6.0,958.0,0.0,1976.0,1976.0
1053.0,795.0,4.0,No,0.0,Unf,833.0,,370.0,Unf,1922.0,1848.0,Gd,13053.0,64.0,0.0,0.0,7.0,6.0,833.0,,1923.0,2000.0
1620.0,0.0,3.0,No,1116.0,BLQ,165.0,,490.0,Unf,1993.0,1620.0,TA,9991.0,,0.0,78.0,4.0,4.0,1281.0,,1976.0,1993.0
1167.0,0.0,3.0,No,560.0,GLQ,598.0,,400.0,RFn,1992.0,1167.0,Gd,9248.0,,106.0,26.0,6.0,6.0,1158.0,120.0,1992.0,1992.0
798.0,,3.0,No,94.0,LwQ,641.0,0.0,220.0,Unf,1949.0,1487.0,TA,8741.0,52.0,0.0,140.0,4.0,6.0,735.0,,1945.0,1950.0
892.0,0.0,3.0,No,432.0,BLQ,460.0,,288.0,RFn,1967.0,892.0,TA,7150.0,65.0,60.0,0.0,5.0,5.0,892.0,0.0,1967.0,1967.0
804.0,0.0,,No,510.0,BLQ,278.0,,240.0,Unf,1940.0,804.0,Gd,7200.0,60.0,294.0,0.0,7.0,5.0,788.0,,1940.0,1992.0
1140.0,0.0,3.0,No,0.0,Unf,1140.0,0.0,0.0,None,,1140.0,TA,17217.0,90.0,0.0,56.0,5.0,5.0,1140.0,,2006.0,2006.0
983.0,813.0,4.0,No,400.0,BLQ,380.0,,483.0,RFn,1963.0,1796.0,TA,7056.0,71.0,415.0,50.0,5.0,6.0,780.0,,1963.0,1963.0
1118.0,912.0,4.0,No,156.0,LwQ,692.0,,551.0,Fin,1976.0,2030.0,Gd,12046.0,,298.0,224.0,6.0,6.0,848.0,,1976.0,1976.0
1026.0,981.0,3.0,Av,765.0,GLQ,252.0,,812.0,,2008.0,2007.0,Ex,11003.0,85.0,160.0,52.0,5.0,10.0,1017.0,,2008.0,2008.0
691.0,0.0,2.0,No,0.0,Unf,691.0,,216.0,Unf,1920.0,691.0,Ex,5400.0,60.0,0.0,20.0,6.0,5.0,691.0,,1920.0,1950.0
786.0,,3.0,No,0.0,Unf,768.0,,676.0,RFn,2008.0,1590.0,Gd,9000.0,75.0,0.0,30.0,5.0,8.0,768.0,0.0,2008.0,2008.0
1216.0,639.0,4.0,No,444.0,Rec,550.0,,325.0,Unf,1954.0,1855.0,TA,9525.0,75.0,0.0,0.0,4.0,6.0,994.0,,1954.0,1972.0
1028.0,776.0,3.0,No,0.0,Unf,994.0,,442.0,Fin,1999.0,1804.0,Gd,7500.0,60.0,0.0,60.0,5.0,7.0,994.0,,1999.0,1999.0
884.0,884.0,,No,550.0,GLQ,334.0,,543.0,,2003.0,1768.0,Gd,8158.0,65.0,252.0,63.0,5.0,7.0,884.0,,2003.0,2003.0
1831.0,1796.0,4.0,Gd,1387.0,GLQ,543.0,,807.0,Fin,1995.0,3627.0,Gd,35760.0,118.0,1378.0,76.0,5.0,10.0,1930.0,,1995.0,1996.0
1298.0,,3.0,No,1258.0,GLQ,40.0,,403.0,,1985.0,1298.0,Gd,11200.0,,85.0,26.0,5.0,6.0,1298.0,,1985.0,1985.0
1801.0,0.0,1.0,No,1247.0,ALQ,254.0,,484.0,Fin,1959.0,1801.0,TA,15602.0,100.0,0.0,54.0,8.0,7.0,1501.0,,1959.0,1997.0
630.0,0.0,1.0,Av,553.0,GLQ,77.0,,0.0,None,,630.0,Ex,1533.0,21.0,0.0,0.0,7.0,5.0,630.0,,1970.0,1970.0
1103.0,0.0,2.0,No,397.0,BLQ,706.0,,440.0,,1976.0,1103.0,Gd,6000.0,50.0,0.0,120.0,6.0,6.0,1103.0,,1925.0,1980.0
859.0,319.0,2.0,Mn,0.0,Unf,859.0,,384.0,RFn,1964.0,1178.0,TA,8712.0,66.0,0.0,0.0,7.0,4.0,859.0,,1900.0,1950.0
1196.0,0.0,2.0,No,197.0,LwQ,999.0,,440.0,Unf,1957.0,1196.0,TA,4800.0,40.0,0.0,0.0,7.0,4.0,1196.0,,1916.0,1990.0
1372.0,,3.0,No,0.0,Unf,1372.0,0.0,529.0,Fin,2008.0,1372.0,Gd,8640.0,72.0,0.0,140.0,5.0,7.0,1372.0,,2007.0,2008.0
1431.0,0.0,3.0,Gd,371.0,GLQ,728.0,,296.0,RFn,1962.0,1431.0,TA,9150.0,101.0,305.0,110.0,5.0,6.0,1099.0,,1962.0,1962.0
1422.0,0.0,3.0,Av,0.0,Unf,1422.0,0.0,626.0,RFn,2004.0,1422.0,Gd,8500.0,63.0,106.0,60.0,5.0,7.0,1422.0,,2004.0,2004.0
1079.0,874.0,3.0,Av,985.0,GLQ,595.0,0.0,501.0,Fin,1992.0,1953.0,Gd,53107.0,,0.0,231.0,5.0,6.0,1580.0,,1992.0,1992.0
1121.0,0.0,2.0,No,0.0,Unf,1121.0,,440.0,RFn,2003.0,1121.0,TA,8546.0,80.0,0.0,64.0,5.0,4.0,1121.0,,2003.0,2004.0
1143.0,1330.0,4.0,Av,0.0,Unf,1143.0,,852.0,,2004.0,2473.0,Gd,9591.0,76.0,344.0,151.0,5.0,8.0,1143.0,,2004.0,2005.0
